email,request_epoch,response_epoch,latency_s,status_code,outcome,error
fig2+f60c8ef9c8-n150-r1-seat045@example.invalid,1789422788.69237,1789422798.0264618,9.334091901779175,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat046@example.invalid,1789422788.692619,1789422798.134505,9.441885948181152,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat047@example.invalid,1789422788.693142,1789422795.959213,7.266071081161499,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat048@example.invalid,1789422788.6931999,1789422797.2963068,8.60310697555542,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat049@example.invalid,1789422788.6906571,1789422798.248954,9.558296918869019,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat050@example.invalid,1789422788.693585,1789422797.2354188,8.541833877563477,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat051@example.invalid,1789422788.693641,1789422796.786711,8.093070030212402,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat052@example.invalid,1789422788.694031,1789422798.052295,9.358263969421387,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat053@example.invalid,1789422788.694478,1789422796.4485078,7.754029750823975,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat054@example.invalid,1789422788.699214,1789422794.9030762,6.203862190246582,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat055@example.invalid,1789422788.698584,1789422798.1424708,9.443886756896973,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat056@example.invalid,1789422788.699848,1789422797.038657,8.3388090133667,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat057@example.invalid,1789422788.695265,1789422798.2789838,9.58371877670288,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat058@example.invalid,1789422788.696267,1789422796.2681909,7.5719239711761475,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat059@example.invalid,1789422788.700373,1789422797.296648,8.596275091171265,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat060@example.invalid,1789422788.700665,1789422797.710017,9.009351968765259,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat061@example.invalid,1789422788.700892,1789422798.3827388,9.681846857070923,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat062@example.invalid,1789422788.7011771,1789422798.1133041,9.412127017974854,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat063@example.invalid,1789422788.70181,1789422798.2741709,9.57236099243164,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat064@example.invalid,1789422788.702059,1789422798.089151,9.387091875076294,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat065@example.invalid,1789422788.702197,1789422797.271041,8.568843841552734,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat066@example.invalid,1789422788.702515,1789422796.981167,8.27865219116211,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat067@example.invalid,1789422788.7027981,1789422796.221052,7.518253803253174,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat068@example.invalid,1789422788.703381,1789422796.220501,7.517119884490967,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat069@example.invalid,1789422788.703619,1789422796.455382,7.751763105392456,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat070@example.invalid,1789422788.703967,1789422798.042631,9.338663816452026,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat071@example.invalid,1789422788.704256,1789422798.11455,9.41029405593872,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat072@example.invalid,1789422788.7046158,1789422797.293449,8.588833093643188,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat073@example.invalid,1789422788.704847,1789422798.269613,9.564765930175781,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat074@example.invalid,1789422788.7055218,1789422796.453186,7.747664213180542,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat075@example.invalid,1789422788.705836,1789422796.6889899,7.983153820037842,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat076@example.invalid,1789422788.70617,1789422797.709379,9.003208875656128,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat077@example.invalid,1789422788.707019,1789422798.027,9.31998085975647,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat078@example.invalid,1789422788.707241,1789422796.1099782,7.402737140655518,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat079@example.invalid,1789422788.707711,1789422797.742961,9.035249948501587,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat080@example.invalid,1789422788.708023,1789422798.136818,9.428794860839844,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat081@example.invalid,1789422788.708395,1789422796.7930381,8.084643125534058,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat082@example.invalid,1789422788.708763,1789422798.042411,9.333648204803467,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat083@example.invalid,1789422788.7091122,1789422798.040328,9.331215858459473,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat084@example.invalid,1789422788.71042,1789422796.1168342,7.406414270401001,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat085@example.invalid,1789422788.71068,1789422798.071408,9.360728025436401,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat086@example.invalid,1789422788.711,1789422796.35023,7.639230012893677,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat087@example.invalid,1789422788.711197,1789422798.294091,9.582894086837769,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat088@example.invalid,1789422788.711509,1789422797.742641,9.031131982803345,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat089@example.invalid,1789422788.711647,1789422796.510904,7.799257040023804,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat090@example.invalid,1789422788.7117262,1789422796.7900171,8.078290939331055,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat091@example.invalid,1789422788.7118888,1789422797.004224,8.292335271835327,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat092@example.invalid,1789422788.712018,1789422797.2406359,8.528617858886719,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat093@example.invalid,1789422788.712211,1789422798.269275,9.557064056396484,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat094@example.invalid,1789422788.712393,1789422798.027241,9.314847946166992,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat095@example.invalid,1789422788.712793,1789422798.080138,9.367344856262207,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat096@example.invalid,1789422788.712538,1789422797.619854,8.907315969467163,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat097@example.invalid,1789422788.7129998,1789422795.765422,7.052422285079956,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat098@example.invalid,1789422788.713242,1789422796.981445,8.268203020095825,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat099@example.invalid,1789422788.713438,1789422798.273967,9.560528993606567,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat100@example.invalid,1789422788.713641,1789422798.126116,9.412475109100342,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat101@example.invalid,1789422788.71429,1789422798.041035,9.32674503326416,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat102@example.invalid,1789422788.714771,1789422798.0256362,9.3108651638031,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat103@example.invalid,1789422788.715799,1789422797.8944309,9.178631782531738,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat104@example.invalid,1789422788.715945,1789422797.0933151,8.377370119094849,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat105@example.invalid,1789422788.716058,1789422798.083665,9.36760687828064,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat106@example.invalid,1789422788.716594,1789422797.293899,8.57730507850647,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat107@example.invalid,1789422788.7169259,1789422797.866966,9.15004014968872,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat108@example.invalid,1789422788.7173572,1789422798.127007,9.409649848937988,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat109@example.invalid,1789422788.717442,1789422795.915874,7.198431968688965,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat110@example.invalid,1789422788.717577,1789422798.109056,9.391479015350342,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat111@example.invalid,1789422788.717945,1789422798.2407281,9.522783041000366,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat112@example.invalid,1789422788.7181828,1789422796.758792,8.040609121322632,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat113@example.invalid,1789422788.7186089,1789422798.0875862,9.368977308273315,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat114@example.invalid,1789422788.71871,1789422798.115978,9.397268056869507,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat115@example.invalid,1789422788.718847,1789422797.736939,9.018091917037964,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat116@example.invalid,1789422788.71893,1789422797.593466,8.874536037445068,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat117@example.invalid,1789422788.719017,1789422798.249343,9.530325889587402,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat118@example.invalid,1789422788.7191691,1789422796.771057,8.05188775062561,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat119@example.invalid,1789422788.7194822,1789422797.728391,9.008908748626709,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat120@example.invalid,1789422788.719981,1789422798.0869539,9.366972923278809,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat121@example.invalid,1789422788.72016,1789422797.2281358,8.507975816726685,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat122@example.invalid,1789422788.720319,1789422798.143593,9.423274040222168,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat123@example.invalid,1789422788.720466,1789422798.135764,9.415297985076904,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat124@example.invalid,1789422788.720945,1789422798.080849,9.359904050827026,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat125@example.invalid,1789422788.7212548,1789422796.7872,8.065945148468018,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat126@example.invalid,1789422788.721277,1789422795.3017862,6.580509185791016,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat127@example.invalid,1789422788.7215161,1789422796.745177,8.023660898208618,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat128@example.invalid,1789422788.721783,1789422798.1269178,9.405134916305542,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat129@example.invalid,1789422788.722302,1789422796.762804,8.040502071380615,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat130@example.invalid,1789422788.722613,1789422795.91941,7.196796894073486,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat131@example.invalid,1789422788.722912,1789422797.605309,8.882396936416626,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat132@example.invalid,1789422788.7232268,1789422798.084587,9.361360311508179,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat133@example.invalid,1789422788.7234402,1789422797.910869,9.187428712844849,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat134@example.invalid,1789422788.723737,1789422798.0788941,9.355157136917114,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat135@example.invalid,1789422788.723891,1789422798.140301,9.416409969329834,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat136@example.invalid,1789422788.724053,1789422796.7438562,8.019803285598755,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat137@example.invalid,1789422788.724177,1789422798.34166,9.617483139038086,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat138@example.invalid,1789422788.72436,1789422797.0883021,8.36394214630127,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat139@example.invalid,1789422788.724561,1789422795.9553568,7.230795860290527,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat140@example.invalid,1789422788.724843,1789422798.3445811,9.619738101959229,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat141@example.invalid,1789422788.7249951,1789422798.071121,9.346125841140747,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat142@example.invalid,1789422788.7257018,1789422797.7230709,8.997369050979614,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat143@example.invalid,1789422788.726089,1789422798.14039,9.414300918579102,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat144@example.invalid,1789422788.726281,1789422798.319777,9.593496084213257,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat145@example.invalid,1789422788.726531,1789422798.134646,9.408114910125732,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat146@example.invalid,1789422788.726898,1789422798.040742,9.313843965530396,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat147@example.invalid,1789422788.727799,1789422798.045897,9.318098068237305,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat148@example.invalid,1789422788.72756,1789422796.744627,8.017066955566406,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat149@example.invalid,1789422788.728404,1789422798.0835772,9.355173110961914,303,claimed,
fig2+f60c8ef9c8-n150-r1-seat150@example.invalid,1789422788.7274082,1789422796.288876,7.561467885971069,303,claimed,
